age,age_of_english_onset,audio_url,birth_place,english_learning_method,english_residence,has_ipa,language,length_english_residence_years,native_language,note,other_languages,page_url,sample_id,sex,speaker_num,tier
42.0,17.0,https://accent.gmu.edu/audio/arabic124.mp3,"geulmim, morocco",academic,usa,False,arabic,18.0,arabic,residence 18y (over 5y threshold),french tachelhit,https://accent.gmu.edu/samples/arabic124/,arabic124,male,124,relaxed_residence
69.0,12.0,https://accent.gmu.edu/audio/arabic125.mp3,"beersheba, israel",academic,usa,False,arabic,12.0,arabic,residence 12y (over 5y threshold),hebrew italian,https://accent.gmu.edu/samples/arabic125/,arabic125,male,125,relaxed_residence
51.0,10.0,https://accent.gmu.edu/audio/arabic126.mp3,"beersheba, israel",academic,usa,False,arabic,24.0,arabic,residence 24y (over 5y threshold),hebrew,https://accent.gmu.edu/samples/arabic126/,arabic126,male,126,relaxed_residence
51.0,14.0,https://accent.gmu.edu/audio/arabic127.mp3,"tarshiha-maalot, israel",academic,usa,False,arabic,24.0,arabic,residence 24y (over 5y threshold),hebrew,https://accent.gmu.edu/samples/arabic127/,arabic127,female,127,relaxed_residence
40.0,13.0,https://accent.gmu.edu/audio/arabic128.mp3,"riyadh, saudi arabia",academic,usa,False,arabic,1.3,arabic,residence 1.3y,none,https://accent.gmu.edu/samples/arabic128/,arabic128,male,128,primary
48.0,11.0,https://accent.gmu.edu/audio/arabic129.mp3,"ramallah, palestine",academic,usa,False,arabic,20.0,arabic,residence 20y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic129/,arabic129,male,129,relaxed_residence
31.0,12.0,https://accent.gmu.edu/audio/arabic130.mp3,"unizah, saudi arabia",academic,usa,False,arabic,4.5,arabic,residence 4.5y,spanish,https://accent.gmu.edu/samples/arabic130/,arabic130,male,130,primary
20.0,17.0,https://accent.gmu.edu/audio/arabic131.mp3,"riyadh, saudi arabia",academic,usa,False,arabic,4.0,arabic,residence 4y,none,https://accent.gmu.edu/samples/arabic131/,arabic131,male,131,primary
29.0,19.0,https://accent.gmu.edu/audio/arabic132.mp3,"cairo, egypt",naturalistic,usa,True,arabic,11.0,arabic,residence 11y (over 5y threshold),spanish,https://accent.gmu.edu/samples/arabic132/,arabic132,female,132,relaxed_residence
24.0,12.0,https://accent.gmu.edu/audio/arabic133.mp3,"abha, saudi arabia",academic,N/A,False,arabic,0.0,arabic,residence 0y,none,https://accent.gmu.edu/samples/arabic133/,arabic133,female,133,primary
29.0,13.0,https://accent.gmu.edu/audio/arabic134.mp3,"abha, saudi arabia",academic,usa,False,arabic,0.1,arabic,residence 0.1y,none,https://accent.gmu.edu/samples/arabic134/,arabic134,female,134,primary
34.0,12.0,https://accent.gmu.edu/audio/arabic135.mp3,"riyadh, saudi arabia",academic,usa,False,arabic,1.0,arabic,residence 1y,none,https://accent.gmu.edu/samples/arabic135/,arabic135,female,135,primary
19.0,14.0,https://accent.gmu.edu/audio/arabic136.mp3,"cardiff, wales, uk",naturalistic,usa,False,arabic,5.0,arabic,residence 5y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic136/,arabic136,female,136,relaxed_residence
20.0,7.0,https://accent.gmu.edu/audio/arabic137.mp3,"al-ayn, united arab emirates",academic,usa,False,arabic,0.7,arabic,residence 0.7y,none,https://accent.gmu.edu/samples/arabic137/,arabic137,male,137,primary
25.0,12.0,https://accent.gmu.edu/audio/arabic138.mp3,"riyadh, saudi arabia",academic,usa,False,arabic,0.2,arabic,residence 0.2y,none,https://accent.gmu.edu/samples/arabic138/,arabic138,male,138,primary
28.0,5.0,https://accent.gmu.edu/audio/arabic139.mp3,"khartoum, sudan",academic,usa,False,arabic,23.0,arabic,residence 23y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic139/,arabic139,male,139,relaxed_residence
26.0,6.0,https://accent.gmu.edu/audio/arabic140.mp3,"taif, saudi arabia",academic,usa,False,arabic,2.0,arabic,residence 2y,none,https://accent.gmu.edu/samples/arabic140/,arabic140,female,140,primary
35.0,12.0,https://accent.gmu.edu/audio/arabic141.mp3,"cairo, egypt",academic,australia,False,arabic,12.0,arabic,residence 12y (over 5y threshold),spanish,https://accent.gmu.edu/samples/arabic141/,arabic141,male,141,relaxed_residence
25.0,13.0,https://accent.gmu.edu/audio/arabic142.mp3,"almajmaah, saudi arabia",academic,"canada, uk, usa",False,arabic,0.5,arabic,residence 0.5y,none,https://accent.gmu.edu/samples/arabic142/,arabic142,male,142,primary
20.0,12.0,https://accent.gmu.edu/audio/arabic143.mp3,"medina, saudi arabia",academic,usa,False,arabic,1.0,arabic,residence 1y,none,https://accent.gmu.edu/samples/arabic143/,arabic143,female,143,primary
32.0,29.0,https://accent.gmu.edu/audio/arabic144.mp3,"laayoune, morocco",academic,usa,False,arabic,3.0,arabic,residence 3y,french,https://accent.gmu.edu/samples/arabic144/,arabic144,male,144,primary
22.0,9.0,https://accent.gmu.edu/audio/arabic145.mp3,"riyadh, saudi arabia",academic,usa,False,arabic,5.0,arabic,residence 5y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic145/,arabic145,female,145,relaxed_residence
27.0,17.0,https://accent.gmu.edu/audio/arabic146.mp3,"amman, jordan",academic,usa,False,arabic,9.0,arabic,residence 9y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic146/,arabic146,male,146,relaxed_residence
56.0,16.0,https://accent.gmu.edu/audio/arabic147.mp3,"baha, saudi arabia",academic,N/A,False,arabic,0.0,arabic,residence 0y,none,https://accent.gmu.edu/samples/arabic147/,arabic147,female,147,primary
18.0,12.0,https://accent.gmu.edu/audio/arabic148.mp3,"taif, saudi arabia",academic,N/A,False,arabic,0.0,arabic,residence 0y,none,https://accent.gmu.edu/samples/arabic148/,arabic148,female,148,primary
26.0,12.0,https://accent.gmu.edu/audio/arabic149.mp3,"riyadh, saudi arabia",academic,usa,False,arabic,0.5,arabic,residence 0.5y,none,https://accent.gmu.edu/samples/arabic149/,arabic149,female,149,primary
25.0,12.0,https://accent.gmu.edu/audio/arabic150.mp3,"riyadh, saudi arabia",academic,usa,False,arabic,2.0,arabic,residence 2y,none,https://accent.gmu.edu/samples/arabic150/,arabic150,female,150,primary
25.0,5.0,https://accent.gmu.edu/audio/arabic151.mp3,"riyadh, saudi arabia",academic,usa,False,arabic,3.0,arabic,residence 3y,french,https://accent.gmu.edu/samples/arabic151/,arabic151,female,151,primary
28.0,7.0,https://accent.gmu.edu/audio/arabic152.mp3,"riyadh, saudi arabia",naturalistic,usa,False,arabic,10.0,arabic,residence 10y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic152/,arabic152,female,152,relaxed_residence
20.0,5.0,https://accent.gmu.edu/audio/arabic153.mp3,"kuwait city, kuwait",academic,"usa, uk",False,arabic,3.1,arabic,residence 3.1y,none,https://accent.gmu.edu/samples/arabic153/,arabic153,male,153,primary
64.0,12.0,https://accent.gmu.edu/audio/arabic154.mp3,"baha, saudi arabia",academic,usa,False,arabic,3.5,arabic,residence 3.5y,none,https://accent.gmu.edu/samples/arabic154/,arabic154,male,154,primary
28.0,15.0,https://accent.gmu.edu/audio/arabic155.mp3,"buraydah, saudi arabia",academic,"usa, canada",False,arabic,1.5,arabic,residence 1.5y,none,https://accent.gmu.edu/samples/arabic155/,arabic155,male,155,primary
18.0,6.0,https://accent.gmu.edu/audio/arabic156.mp3,"cairo, egypt",academic,usa,False,arabic,3.5,arabic,residence 3.5y,none,https://accent.gmu.edu/samples/arabic156/,arabic156,female,156,primary
38.0,6.0,https://accent.gmu.edu/audio/arabic157.mp3,"sanaa, yemen",academic,usa,False,arabic,2.0,arabic,residence 2y,none,https://accent.gmu.edu/samples/arabic157/,arabic157,female,157,primary
22.0,8.0,https://accent.gmu.edu/audio/arabic158.mp3,"jakarta, indonesia",academic,usa,False,arabic,5.0,arabic,residence 5y (over 5y threshold),indonesian,https://accent.gmu.edu/samples/arabic158/,arabic158,male,158,relaxed_residence
19.0,14.0,https://accent.gmu.edu/audio/arabic159.mp3,"medina, saudi arabia",naturalistic,usa,False,arabic,1.0,arabic,residence 1y,none,https://accent.gmu.edu/samples/arabic159/,arabic159,male,159,primary
26.0,3.0,https://accent.gmu.edu/audio/arabic160.mp3,"amman, jordan",academic,usa,False,arabic,5.0,arabic,residence 5y (over 5y threshold),french,https://accent.gmu.edu/samples/arabic160/,arabic160,female,160,relaxed_residence
38.0,12.0,https://accent.gmu.edu/audio/arabic161.mp3,"minya, egypt",academic,usa,False,arabic,10.0,arabic,residence 10y (over 5y threshold),german french,https://accent.gmu.edu/samples/arabic161/,arabic161,female,161,relaxed_residence
50.0,12.0,https://accent.gmu.edu/audio/arabic162.mp3,"buraydah, saudi arabia",academic,usa,False,arabic,8.0,arabic,residence 8y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic162/,arabic162,male,162,relaxed_residence
27.0,14.0,https://accent.gmu.edu/audio/arabic163.mp3,"bouznika, morocco",academic,usa,False,arabic,3.0,arabic,residence 3y,french,https://accent.gmu.edu/samples/arabic163/,arabic163,female,163,primary
30.0,15.0,https://accent.gmu.edu/audio/arabic164.mp3,"sale, morocco",academic,usa,False,arabic,2.0,arabic,residence 2y,french,https://accent.gmu.edu/samples/arabic164/,arabic164,female,164,primary
62.0,12.0,https://accent.gmu.edu/audio/arabic165.mp3,"beirut, lebanon",academic,usa,False,arabic,20.0,arabic,residence 20y (over 5y threshold),french,https://accent.gmu.edu/samples/arabic165/,arabic165,female,165,relaxed_residence
18.0,17.0,https://accent.gmu.edu/audio/arabic166.mp3,"buraydah, saudi arabia",academic,usa,False,arabic,1.0,arabic,residence 1y,none,https://accent.gmu.edu/samples/arabic166/,arabic166,male,166,primary
24.0,19.0,https://accent.gmu.edu/audio/arabic167.mp3,"alkharj, saudi arabia",academic,usa,False,arabic,0.5,arabic,residence 0.5y,none,https://accent.gmu.edu/samples/arabic167/,arabic167,male,167,primary
42.0,21.0,https://accent.gmu.edu/audio/arabic168.mp3,"jiddah, saudi arabia",academic,usa,False,arabic,11.0,arabic,residence 11y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic168/,arabic168,female,168,relaxed_residence
21.0,11.0,https://accent.gmu.edu/audio/arabic169.mp3,"tripoli, libya",naturalistic,usa,False,arabic,2.0,arabic,residence 2y,french swedish,https://accent.gmu.edu/samples/arabic169/,arabic169,female,169,primary
19.0,6.0,https://accent.gmu.edu/audio/arabic170.mp3,"vienna, virginia, usa",naturalistic,usa,False,arabic,9.0,arabic,residence 9y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic170/,arabic170,female,170,relaxed_residence
22.0,18.0,https://accent.gmu.edu/audio/arabic171.mp3,"medina, saudi arabia",academic,usa,False,arabic,5.0,arabic,residence 5y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic171/,arabic171,male,171,relaxed_residence
39.0,13.0,https://accent.gmu.edu/audio/arabic172.mp3,"montgomery, alabama, usa",academic,usa,False,arabic,6.0,arabic,residence 6y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic172/,arabic172,male,172,relaxed_residence
43.0,19.0,https://accent.gmu.edu/audio/arabic173.mp3,"tyre, lebanon",naturalistic,usa,False,arabic,23.0,arabic,residence 23y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic173/,arabic173,female,173,relaxed_residence
23.0,8.0,https://accent.gmu.edu/audio/arabic174.mp3,"riyadh, saudi arabia",academic,usa,False,arabic,0.9,arabic,residence 0.9y,none,https://accent.gmu.edu/samples/arabic174/,arabic174,female,174,primary
30.0,20.0,https://accent.gmu.edu/audio/arabic175.mp3,"jiddah, saudi arabia",academic,usa,False,arabic,8.0,arabic,residence 8y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic175/,arabic175,male,175,relaxed_residence
19.0,6.0,https://accent.gmu.edu/audio/arabic176.mp3,"jiddah, saudi arabia",naturalistic,usa,False,arabic,0.1,arabic,residence 0.1y,none,https://accent.gmu.edu/samples/arabic176/,arabic176,male,176,primary
26.0,12.0,https://accent.gmu.edu/audio/arabic177.mp3,"riyadh, saudi arabia",academic,usa,False,arabic,0.5,arabic,residence 0.5y,none,https://accent.gmu.edu/samples/arabic177/,arabic177,male,177,primary
57.0,18.0,https://accent.gmu.edu/audio/arabic178.mp3,"jiddah, saudi arabia",academic,usa,False,arabic,1.0,arabic,residence 1y,none,https://accent.gmu.edu/samples/arabic178/,arabic178,male,178,primary
26.0,13.0,https://accent.gmu.edu/audio/arabic179.mp3,"riyadh, saudi arabia",academic,usa,False,arabic,8.0,arabic,residence 8y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic179/,arabic179,male,179,relaxed_residence
18.0,12.0,https://accent.gmu.edu/audio/arabic180.mp3,"riyadh, saudi arabia",academic,usa,False,arabic,1.0,arabic,residence 1y,none,https://accent.gmu.edu/samples/arabic180/,arabic180,male,180,primary
19.0,12.0,https://accent.gmu.edu/audio/arabic181.mp3,"riyadh, saudi arabia",academic,usa,False,arabic,0.2,arabic,residence 0.2y,none,https://accent.gmu.edu/samples/arabic181/,arabic181,male,181,primary
32.0,12.0,https://accent.gmu.edu/audio/arabic182.mp3,"riyadh, saudi arabia",academic,usa,False,arabic,0.6,arabic,residence 0.6y,none,https://accent.gmu.edu/samples/arabic182/,arabic182,female,182,primary
27.0,17.0,https://accent.gmu.edu/audio/arabic183.mp3,"riyadh, saudi arabia",academic,usa,False,arabic,6.0,arabic,residence 6y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic183/,arabic183,female,183,relaxed_residence
21.0,12.0,https://accent.gmu.edu/audio/arabic184.mp3,"riyadh, saudi arabia",academic,usa,False,arabic,7.0,arabic,residence 7y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic184/,arabic184,male,184,relaxed_residence
35.0,12.0,https://accent.gmu.edu/audio/arabic185.mp3,"riyadh, saudi arabia",academic,usa,False,arabic,0.5,arabic,residence 0.5y,none,https://accent.gmu.edu/samples/arabic185/,arabic185,male,185,primary
24.0,19.0,https://accent.gmu.edu/audio/arabic186.mp3,"riyadh, saudi arabia",academic,usa,False,arabic,6.0,arabic,residence 6y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic186/,arabic186,female,186,relaxed_residence
20.0,15.0,https://accent.gmu.edu/audio/arabic187.mp3,"riyadh, saudi arabia",academic,usa,False,arabic,6.0,arabic,residence 6y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic187/,arabic187,female,187,relaxed_residence
20.0,6.0,https://accent.gmu.edu/audio/arabic188.mp3,"riyadh, saudi arabia",academic,usa,False,arabic,5.0,arabic,residence 5y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic188/,arabic188,male,188,relaxed_residence
18.0,12.0,https://accent.gmu.edu/audio/arabic189.mp3,"riyadh, saudi arabia",academic,usa,False,arabic,2.0,arabic,residence 2y,none,https://accent.gmu.edu/samples/arabic189/,arabic189,female,189,primary
25.0,15.0,https://accent.gmu.edu/audio/arabic190.mp3,"riyadh, saudi arabia",academic,usa,False,arabic,0.2,arabic,residence 0.2y,none,https://accent.gmu.edu/samples/arabic190/,arabic190,female,190,primary
21.0,7.0,https://accent.gmu.edu/audio/arabic191.mp3,"riyadh, saudi arabia",academic,usa,False,arabic,5.0,arabic,residence 5y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic191/,arabic191,female,191,relaxed_residence
19.0,7.0,https://accent.gmu.edu/audio/arabic192.mp3,"riyadh, saudi arabia",academic,usa,False,arabic,4.0,arabic,residence 4y,none,https://accent.gmu.edu/samples/arabic192/,arabic192,female,192,primary
29.0,18.0,https://accent.gmu.edu/audio/arabic193.mp3,"riyadh, saudi arabia",academic,usa,False,arabic,7.0,arabic,residence 7y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic193/,arabic193,male,193,relaxed_residence
20.0,12.0,https://accent.gmu.edu/audio/arabic194.mp3,"riyadh, saudi arabia",academic,usa,False,arabic,0.1,arabic,residence 0.1y,none,https://accent.gmu.edu/samples/arabic194/,arabic194,male,194,primary
53.0,13.0,https://accent.gmu.edu/audio/arabic195.mp3,"tunis, tunisia",academic,usa,True,arabic,13.0,arabic,residence 13y (over 5y threshold),french,https://accent.gmu.edu/samples/arabic195/,arabic195,female,195,relaxed_residence
39.0,7.0,https://accent.gmu.edu/audio/arabic196.mp3,"cairo, egypt",academic,usa,False,arabic,11.0,arabic,residence 11y (over 5y threshold),french,https://accent.gmu.edu/samples/arabic196/,arabic196,male,196,relaxed_residence
66.0,14.0,https://accent.gmu.edu/audio/arabic197.mp3,"khartoum, sudan",academic,usa,False,arabic,36.0,arabic,residence 36y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic197/,arabic197,male,197,relaxed_residence
56.0,15.0,https://accent.gmu.edu/audio/arabic198.mp3,"damascus, syria",academic,usa,False,arabic,30.0,arabic,residence 30y (over 5y threshold),french,https://accent.gmu.edu/samples/arabic198/,arabic198,male,198,relaxed_residence
26.0,14.0,https://accent.gmu.edu/audio/arabic199.mp3,"kenitra, morocco",academic,usa,False,arabic,0.3,arabic,residence 0.3y,french,https://accent.gmu.edu/samples/arabic199/,arabic199,female,199,primary
48.0,12.0,https://accent.gmu.edu/audio/arabic200.mp3,"jerusalem, israel",academic,usa,False,arabic,24.0,arabic,residence 24y (over 5y threshold),spanish,https://accent.gmu.edu/samples/arabic200/,arabic200,female,200,relaxed_residence
53.0,29.0,https://accent.gmu.edu/audio/arabic201.mp3,"cairo, egypt",academic,usa,False,arabic,29.0,arabic,residence 29y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic201/,arabic201,female,201,relaxed_residence
23.0,16.0,https://accent.gmu.edu/audio/bengali1.mp3,"dhaka, bangladesh",academic,usa,True,bengali,1.0,bengali,residence 1y,hindi-urdu,https://accent.gmu.edu/samples/bengali1/,bengali1,male,1,primary
25.0,2.0,https://accent.gmu.edu/audio/bengali2.mp3,"lusaka, zambia",naturalistic,usa,True,bengali,21.0,bengali,residence 21y (over 5y threshold),french,https://accent.gmu.edu/samples/bengali2/,bengali2,female,2,relaxed_residence
19.0,5.0,https://accent.gmu.edu/audio/bengali3.mp3,"dhaka, bangladesh",academic,usa,True,bengali,6.0,bengali,residence 6y (over 5y threshold),urdu hindi-urdu spanish,https://accent.gmu.edu/samples/bengali3/,bengali3,female,3,relaxed_residence
24.0,6.0,https://accent.gmu.edu/audio/bengali4.mp3,"chittagong, bangladesh",academic,usa,True,bengali,5.0,bengali,residence 5y (over 5y threshold),hindi-urdu spanish,https://accent.gmu.edu/samples/bengali4/,bengali4,male,4,relaxed_residence
40.0,5.0,https://accent.gmu.edu/audio/bengali5.mp3,"dhaka, bangladesh",academic,usa,True,bengali,15.0,bengali,residence 15y (over 5y threshold),urdu hindi,https://accent.gmu.edu/samples/bengali5/,bengali5,female,5,relaxed_residence
29.0,4.0,https://accent.gmu.edu/audio/bengali6.mp3,"jamshedpur, jharkhand, india",naturalistic,uk,True,bengali,2.0,bengali,residence 2y,hindi,https://accent.gmu.edu/samples/bengali6/,bengali6,male,6,primary
49.0,6.0,https://accent.gmu.edu/audio/bengali7.mp3,"mymensingh, bangladesh",academic,usa,True,bengali,5.5,bengali,residence 5.5y (over 5y threshold),hindi urdu,https://accent.gmu.edu/samples/bengali7/,bengali7,male,7,relaxed_residence
54.0,5.0,https://accent.gmu.edu/audio/bengali8.mp3,"noakhali, bangladesh",academic,usa,True,bengali,9.0,bengali,residence 9y (over 5y threshold),urdu hindi,https://accent.gmu.edu/samples/bengali8/,bengali8,male,8,relaxed_residence
61.0,12.0,https://accent.gmu.edu/audio/bengali9.mp3,"kolkata, india",academic,usa,True,bengali,0.5,bengali,residence 0.5y,hindi,https://accent.gmu.edu/samples/bengali9/,bengali9,female,9,primary
18.0,3.0,https://accent.gmu.edu/audio/bengali10.mp3,"dhaka, bangladesh",academic,usa,True,bengali,6.0,bengali,residence 6y (over 5y threshold),none,https://accent.gmu.edu/samples/bengali10/,bengali10,female,10,relaxed_residence
34.0,3.5,https://accent.gmu.edu/audio/bengali11.mp3,"durgapur, west bengal, india",academic,usa,True,bengali,8.0,bengali,residence 8y (over 5y threshold),hindi,https://accent.gmu.edu/samples/bengali11/,bengali11,male,11,relaxed_residence
25.0,4.0,https://accent.gmu.edu/audio/bengali12.mp3,"sylhet, bangladesh",academic,usa,False,bengali,3.0,bengali,residence 3y,urdu hindi,https://accent.gmu.edu/samples/bengali12/,bengali12,female,12,primary
33.0,10.0,https://accent.gmu.edu/audio/bengali13.mp3,"dhaka, bangladesh",academic,usa,False,bengali,7.0,bengali,residence 7y (over 5y threshold),hindi urdu arabic,https://accent.gmu.edu/samples/bengali13/,bengali13,female,13,relaxed_residence
26.0,4.0,https://accent.gmu.edu/audio/bengali14.mp3,"kolkata, india",N/A,N/A,False,bengali,0.0,bengali,residence 0y,none,https://accent.gmu.edu/samples/bengali14/,bengali14,male,14,primary
46.0,8.0,https://accent.gmu.edu/audio/bengali15.mp3,"dhaka, bangladesh",academic,usa,False,bengali,14.0,bengali,residence 14y (over 5y threshold),hindi urdu,https://accent.gmu.edu/samples/bengali15/,bengali15,female,15,relaxed_residence
24.0,6.0,https://accent.gmu.edu/audio/bengali16.mp3,"dhaka, bangladesh",academic,usa,False,bengali,1.0,bengali,residence 1y,none,https://accent.gmu.edu/samples/bengali16/,bengali16,female,16,primary
19.0,6.0,https://accent.gmu.edu/audio/bengali17.mp3,"sylhet, bangladesh",academic,usa,False,bengali,13.0,bengali,residence 13y (over 5y threshold),hindi urdu,https://accent.gmu.edu/samples/bengali17/,bengali17,female,17,relaxed_residence
20.0,17.0,https://accent.gmu.edu/audio/bengali18.mp3,"dhaka, bangladesh",academic,usa,False,bengali,5.0,bengali,residence 5y (over 5y threshold),urdu,https://accent.gmu.edu/samples/bengali18/,bengali18,female,18,relaxed_residence
25.0,3.0,https://accent.gmu.edu/audio/bengali19.mp3,"hyderabad, telangana, india",academic,usa,False,bengali,0.5,bengali,residence 0.5y,hindi telugu,https://accent.gmu.edu/samples/bengali19/,bengali19,female,19,primary
23.0,5.0,https://accent.gmu.edu/audio/bengali20.mp3,"chittagong, bangladesh",academic,usa,False,bengali,3.5,bengali,residence 3.5y,hindi,https://accent.gmu.edu/samples/bengali20/,bengali20,male,20,primary
53.0,8.0,https://accent.gmu.edu/audio/bengali21.mp3,"sreepur, bangladesh",academic,usa,False,bengali,1.5,bengali,residence 1.5y,hindi,https://accent.gmu.edu/samples/bengali21/,bengali21,male,21,primary
49.0,7.0,https://accent.gmu.edu/audio/bengali22.mp3,"satkhira, bangladesh",academic,usa,False,bengali,14.0,bengali,residence 14y (over 5y threshold),hindi urdu,https://accent.gmu.edu/samples/bengali22/,bengali22,male,22,relaxed_residence
22.0,5.0,https://accent.gmu.edu/audio/bengali23.mp3,"warrenton, virginia, usa",naturalistic,usa,False,bengali,22.0,bengali,residence 22y (over 5y threshold),none,https://accent.gmu.edu/samples/bengali23/,bengali23,female,23,relaxed_residence
59.0,7.0,https://accent.gmu.edu/audio/bengali24.mp3,"noakhali, bangladesh",academic,usa,False,bengali,37.0,bengali,residence 37y (over 5y threshold),urdu hindi,https://accent.gmu.edu/samples/bengali24/,bengali24,male,24,relaxed_residence
